Presidential_Candidate,Message,Created_Time,Type,Link,story,Likes_Count,Comments_Count,Shares_Count,Engagement
John Dramani Mahama,NA,2016-10-19T11:16:47+0000,photo,https://www.facebook.com/JDMahama/photos/a.479121992098962.110072.472991836045311/1365495143461638/?type=3,John Dramani Mahama updated their cover photo.,4846,189,67,5102
John Dramani Mahama,"See why a vote for #JohnMahama is a vote for a diversified agricultural sector. 
Click to read- http://officialndc.com/diversified-agricultural-sector/ …
#Vote4JM 
#JMToaso",2016-10-19T06:36:41+0000,link,http://officialndc.com/diversified-agricultural-sector/,NA,1549,94,74,1717
John Dramani Mahama,"#together we can do #great things, with #determination #love  
#ghana is #self-confident, #unity and #peace.
#happy to be in #nkwanta with so many #supporters",2016-10-18T15:00:46+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1364667726877713/?type=3,NA,7007,446,373,7826
John Dramani Mahama,"My vision is to transform Ghana into the most important, the most inclusive and the most inspirational democracy in Africa in my second and final term, God willing. To achieve this fundamental goal, we need to create more jobs. We need a more vibrant economy, where opportunities grow for everybody and where success stories embolden the young ones to dream big.  

Together with a new NDC Government, I will deliver the most ambitious job creation plan for our country. We will implement the Economic Transformation and Livelihood Empowerment Programme (ETLEP), an Initiative that will generate at least three million direct and indirect jobs. 

Read my vision here:
http://johnmahama.org/manifesto-three-million-jobs/",2016-10-18T12:00:28+0000,link,http://johnmahama.org/manifesto-three-million-jobs/,NA,18507,1333,560,20400
John Dramani Mahama,"#Kwamekrom Community Day SHS
#education is the key for #ChangingLives#TransformingGhana",2016-10-17T18:24:50+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1363802520297567/?type=3,NA,8254,664,977,9895
John Dramani Mahama,"We, all #together, welcome the new water system for #Kpando. 
#happy to be the first to taste it.
#ChangingLives #TransformingGhana",2016-10-17T14:16:10+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1363604443650708/?type=3,NA,14004,871,670,15545
John Dramani Mahama,"Joined Prophet Christopher Yaw Annor and his congregation at the ICGC Holy Ghost Temple at Adentan on Sunday. A youthful and highly talented choir, spirit-filled congregation and a great teacher.  
#Ghana is a Great Nation",2016-10-17T00:54:25+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1363100873701065/?type=3,John Dramani Mahama added 6 new photos.,6527,297,624,7448
John Dramani Mahama,"#empowering #young #generation, the #voices of tomorrow, the #spirit of #ghana",2016-10-15T11:17:17+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1361484403862712/?type=3,NA,5189,201,124,5514
John Dramani Mahama,"#happy faces, #happy #times. #technology does bring us #together and, yes, #togetherwecan",2016-10-13T10:35:48+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1359245840753235/?type=3,NA,4713,308,173,5194
John Dramani Mahama,"It was a good start to the 2nd phase of my Greater Accra Tour on Tuesday. Here are some wonderful memories from Kaneshie, Bubuashie, Darkuman and Fadama. 

#JohnMahama 
#JMToaso",2016-10-12T08:08:08+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1358174800860339/?type=3,John Dramani Mahama added 11 new photos.,7369,704,579,8652
John Dramani Mahama,"Ghana has to become the most important democracy in Africa, because democracy means putting people first. All the people. All the time. Democracy always brings wealth. Always. During the next four years we will definitely get there. Everything I’ve done so far and everything I’m prepared to do from now on is only a means to this end. 

This is my ideal, as a Ghanaian and as President of Ghana. This is where I think we should go as a nation. Now you know my vision. You know my plan. You know why I’m asking you for another mandate.

Read my vision here: http://johnmahama.org/manifesto-putting-people-first/",2016-10-10T10:07:41+0000,link,http://johnmahama.org/manifesto-putting-people-first/,NA,50647,2283,945,53875
John Dramani Mahama,"Further strengthened my bond with Asanteman by joining Nana Asantehene to celebrate Akwasidae. It was another colourful celebration at the Manhyia Palace yesterday, Sunday.",2016-10-10T06:47:36+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1356331627711323/?type=3,John Dramani Mahama added 8 new photos.,7314,433,576,8323
John Dramani Mahama,"taking a breath of air, #proud of our #nation. #relaxing means #thinking about #Ghana",2016-10-07T11:44:01+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1353711701306649/?type=3,NA,20935,1945,1114,23994
John Dramani Mahama,"A #digital world means #work never ends, but it sure is #enjoyable",2016-10-05T15:23:36+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1352091341468685/?type=3,NA,17147,1361,941,19449
John Dramani Mahama,An exciting scene at the Dzodze Deza Festival today. It was my first time joining them and I enjoyed the display of culture and tradition.,2016-10-01T16:29:08+0000,video,https://www.facebook.com/JDMahama/videos/1348481038496382/,NA,5098,409,747,6254
John Dramani Mahama,"Our country is very respected in the international community and everybody recognises that Ghana is rising, Ghana is doing well. In my absence we were pleased to hear that Moody’s Credit Rating Agency has upgraded Ghana. It shows that we are doing something right and we are pleased about the way things are happening. 
Let us continue to work together as one nation. Let’s believe in ourselves and I believe that more than the sky is the limit.",2016-09-29T10:42:24+0000,status,NA,NA,4132,485,297,4914
John Dramani Mahama,"Every single #smile and moments of #joy that I see during my rallies give me the #energy to carry on!
The #energy of people drives #Ghana forward.",2016-09-27T09:04:42+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1344714308873055/?type=3,NA,7785,578,443,8806
John Dramani Mahama,"In Paris at the invitation of UNESCO & will be speaking to an audience on SDG 16 and Public Access to Information. 

#IPDCTalks 
#SDGs",2016-09-26T15:22:18+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1344107505600402/?type=3,NA,2434,94,68,2596
John Dramani Mahama,#special moments at 71st #UN General Assembly,2016-09-23T07:04:06+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1341047429239743/?type=3,NA,9842,545,463,10850
John Dramani Mahama,UN staff mob President Mahama after speech,2016-09-21T15:16:18+0000,video,https://www.facebook.com/JDMahama/videos/1339627299381756/,John Dramani Mahama was live.,5447,2299,1800,9546
John Dramani Mahama,President Mahama at the 71st #UNGA,2016-09-21T15:10:04+0000,video,https://www.facebook.com/JDMahama/videos/1339620596049093/,John Dramani Mahama was live.,3913,822,545,5280
John Dramani Mahama,President Mahama at the 71st UNGA 2,2016-09-21T15:00:11+0000,video,https://www.facebook.com/JDMahama/videos/1339610979383388/,John Dramani Mahama was live.,3402,997,708,5107
John Dramani Mahama,President Mahama addresses 71st #UNGA,2016-09-21T14:46:23+0000,video,https://www.facebook.com/JDMahama/videos/1339593739385112/,John Dramani Mahama was live.,5143,2720,2004,9867
John Dramani Mahama,"""Countrymen, the task ahead is great indeed, and heavy is the responsibility; and yet it is a noble and glorious #challenge - a challenge which calls for the #courage to dream, the courage to #believe, the courage to dare, the courage to do, the courage to envision, the courage to #fight, the courage to #work, the courage to achieve - to #achieve the highest excellencies and the fullest #greatness of man. #Dare we ask for more in life?""",2016-09-21T10:44:35+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1339451489399337/?type=3,NA,6189,254,480,6923
John Dramani Mahama,"Held a number of important bilateral meetings on Tuesday at the UN. #Portugal President, #MCC CEO Dana Hyde, and the President of #Guyana.",2016-09-21T05:45:54+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1339303752747444/?type=3,John Dramani Mahama added 3 new photos.,4104,173,214,4491
John Dramani Mahama,"My #supporters provide me with #strength, #dedication and #love. They are my #guide towards a better #Ghana!",2016-09-20T06:07:57+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1338427546168398/?type=3,NA,6704,401,209,7314
John Dramani Mahama,"Adieu Dr. Mary Grant. 
A great woman of our modern era. 
Rest in Peace, mummy.",2016-09-19T12:17:43+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1337765362901283/?type=3,NA,5427,550,182,6159
John Dramani Mahama,"Happy to share some of the colourful scenes from Saturday. 

#NDCManifesto 
#JohnMahama",2016-09-18T19:20:13+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1337143906296762/?type=3,John Dramani Mahama added 6 new photos.,9280,609,729,10618
John Dramani Mahama,"#ChangingLives #TransformingGhana Manifesto for 2016. 
Our social contract with the people of Ghana. 
Click to download- http://johnmahama.org/wp-content/uploads/2016/05/2016-Manifesto.pdf",2016-09-18T15:21:10+0000,link,http://johnmahama.org/wp-content/uploads/2016/05/2016-Manifesto.pdf,NA,1385,79,78,1542
John Dramani Mahama,"The #youth is the #future! We’re #transforming #Ghana for them! One #Ghana, millions of #beautiful 
souls",2016-09-15T08:58:50+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1334008503276969/?type=3,NA,5301,294,198,5793
John Dramani Mahama,"""With the renewed mandate I am seeking, to begin my second and final term, we will continue policies and programmes and introduce new initiatives that are consistent with our key social democratic principle of equitable development. We still have more roads to construct, more houses to build, more food to produce, additional educational and health facilities to provide and most importantly, more jobs to create.""

--- Excerpt from my foreword to the 2016 NDC Manifesto I presented to an audience at the State Banquet Hall last night.",2016-09-14T09:14:08+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1333117703366049/?type=3,John Dramani Mahama added 6 new photos.,6283,703,612,7598
John Dramani Mahama,Our quest to #TransformGhana lies within the #people,2016-09-12T09:08:22+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1331349663542853/?type=3,NA,7011,507,445,7963
John Dramani Mahama,"Day 2 of my ongoing tour of the Central Region.

#ChangingLives 
#TransformingGhana",2016-09-09T07:41:27+0000,video,https://www.facebook.com/JDMahama/videos/1328299547181198/,NA,2637,246,561,3444
John Dramani Mahama,"Day 1 of my ongoing tour of the Central Region. 

#ChangingLives 
#TransformingGhana",2016-09-06T22:39:36+0000,video,https://www.facebook.com/JDMahama/videos/1326178580726628/,NA,3046,293,502,3841
John Dramani Mahama,"Thank you my Facebook friends. We are already one million here. Many heartfelt thanks, my brothers and sisters.",2016-09-02T10:49:14+0000,video,https://www.facebook.com/JDMahama/videos/1322043494473470/,NA,23062,2145,2184,27391
John Dramani Mahama,"Ghana is love, and friendship, and trust in one another! This is what we stand for, this is who we are! My tour in the Northern Region confirmed all that over and over again.",2016-09-01T08:44:20+0000,video,https://www.facebook.com/JDMahama/videos/1321099934567826/,NA,14119,944,1881,16944
John Dramani Mahama,"#Always #together, always my first #supporter, always my First Lady!",2016-08-27T12:54:56+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1316477671696719/?type=3,NA,25876,2258,2139,30273
John Dramani Mahama,"In Nairobi, Kenya, attending the 6th TICAD Summit, which is seeking to expand investment and development of the African Continent. Met with the Japanese Prime Minister, Shinzo Abe, on Friday and looking forward to a High Level Session on private sector development on Sunday.",2016-08-27T12:20:46+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1316432338367919/?type=3,John Dramani Mahama added 4 new photos.,5285,284,426,5995
John Dramani Mahama,Gushiegu Market Square,2016-08-25T17:28:04+0000,video,https://www.facebook.com/JDMahama/videos/1314721958538957/,John Dramani Mahama was live.,4592,2179,1212,7983
John Dramani Mahama,Gushiegu Market Square ...,2016-08-25T17:01:11+0000,video,https://www.facebook.com/JDMahama/videos/1314687025209117/,John Dramani Mahama was live.,3776,1061,522,5359
John Dramani Mahama,Yendi market square,2016-08-24T15:47:26+0000,video,https://www.facebook.com/JDMahama/videos/1313557325322087/,John Dramani Mahama was live.,3045,638,726,4409
John Dramani Mahama,Yendi welcomes us with a fantastic atmosphere ...,2016-08-24T15:44:06+0000,video,https://www.facebook.com/JDMahama/videos/1313553855322434/,John Dramani Mahama was live.,4456,1131,856,6443
John Dramani Mahama,"Today is my 3rd day of campaigning in the Northern Region and I am humbled by the expressions of support and appreciation for the work we have done and our plans for the next four years. 

Just like the atmosphere at our Campaign Launch in Cape Coast, I am deeply touched by your presence. 

Let us continue to stand together for hope, love and peace.",2016-08-24T14:32:40+0000,video,https://www.facebook.com/JDMahama/videos/1313501168661036/,NA,9822,748,2078,12648
John Dramani Mahama,"From Cape Coast where I launched my re-election campaign through to the Western Region, the people of Ghana and supporters of the NDC have not only showed their support for the work we are doing, but demonstrated their commitment to the campaign to continue to Change Lives and Transform Ghana. 

I am looking forward to the Northern Regional campaign, which starts on Monday. Some of the areas i will be visiting include Salaga, Kpandai, Bimbilla, Wulensi, Yendi, Gushiegu, Zabzugu, Tatale, Mion, Nanton and Chereponi. 

#JohnMahama 
#ChangingLives #TransformingGhana",2016-08-21T21:49:24+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1311077685570051/?type=3,John Dramani Mahama added 6 new photos.,7077,699,595,8371
John Dramani Mahama,"Ladies and Gentlemen,
The environment is getting better and better, and the right climate for take-off is here. This is why in my second and final term starting January 2017, God Willing, I am determined to implement an Economic Transformation and Livelihood Empowerment Programme (ETLEP).  

This programme seeks to create more jobs in several sectors of the economy, with private sector involvement, and is anchored on value addition and diversification on the back of sustainable power supply.

The Economic Transformation and Livelihood Empowerment Programme will strengthen existing industries and pay particular attention to the entire agriculture value chain.

Additionally, the Programme will provide more jobs for the youth and Ghanaians as a whole, improve disposable income and enhance their purchasing power.",2016-08-20T23:58:29+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1310205022323984/?type=3,John Dramani Mahama added 3 new photos.,4368,501,455,5324
John Dramani Mahama,I'm delighted to see so many successful entrepreneurs at The Ghana Club 100 Awards,2016-08-19T21:18:42+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1309255242418962/?type=3,NA,8573,468,498,9539
John Dramani Mahama,"At the Cape Coast Sports Stadium on Sunday, I officially launched my party, the NDC’s campaign for election 2016.  

My fellow NDC members, you energized and inspired me with your unity and hope, manifested by your sheer presence. It was all there, for anyone to see. 

I send to all of you my heartfelt thanks! Our party is united and poised for victory! Let us focus on our message, let us tell our story, because it’s a very compelling one! 

It is our mission to move Ghana to greater heights. 

It is our job to complete the tranformation of our beloved Ghana!

May God bless all of us!",2016-08-17T07:22:57+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1306972599313893/?type=3,John Dramani Mahama added 16 new photos.,37887,2370,1297,41554
John Dramani Mahama,"A tremendous & energetic start to our campaign for election 2016. 
Thank you, people of the Western Region.",2016-08-16T19:09:13+0000,photo,https://www.facebook.com/JDMahama/photos/a.685227991488360.1073741853.472991836045311/1306594149351738/?type=3,John Dramani Mahama added 4 new photos.,6858,537,542,7937
John Dramani Mahama,NA,2016-08-10T11:53:56+0000,photo,https://www.facebook.com/JDMahama/photos/a.479121992098962.110072.472991836045311/1301253243219162/?type=3,John Dramani Mahama updated their cover photo.,24891,621,329,25841
John Dramani Mahama,NA,2016-08-08T15:51:54+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1299768223367664/?type=3,John Dramani Mahama added a new photo.,17360,949,395,18704
John Dramani Mahama,NA,2016-08-02T13:09:19+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1295171267160693/?type=3,John Dramani Mahama added a new photo.,9413,322,143,9878
John Dramani Mahama,"For me, President Atta Mills was the embodiment of Peace. He often said that without peace, no progress is possible. He was, indeed, our rock of Gibraltar, and I will forever miss him.

Those were my thoughts and feelings when I inaugurated the John Evans Atta Mills Presidential Library in Cape Coast, in the Central Region.

May we all continue to learn from his deep wisdom and his warm humanity!",2016-07-27T15:21:28+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1291045717573248/?type=3,John Dramani Mahama added 5 new photos.,28263,1131,698,30092
John Dramani Mahama,"24th July, 2012. 
Prof Mills was ""my comrade, my mentor, my friend"".",2016-07-24T06:12:31+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1288507564493730/?type=3,NA,19707,1520,2493,23720
John Dramani Mahama,"I welcomed to the Flagstaff House on Friday, the Ooni of Ife, His Imperial Majesty Oba (Dr.) Adeyeye Enitan Babatunde Ogunwusi Ojaja II, his wife and a retinue of chiefs. 

Young, vibrant, well educated, development-oriented and a strong believer in the agenda to reposition and tell the story of Africa. Enjoy your stay in Ghana and your interactions with our chiefs and people. 

See more photos of the visit at: https://www.flickr.com/photos/fhcommsbureau/albums/72157670682647491",2016-07-23T06:33:20+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1287832774561209/?type=3,John Dramani Mahama added 4 new photos.,5586,315,403,6304
John Dramani Mahama,"I was elated to bring home from Kigali, an African Gender Award 2016, in recognition of our achievements in the advancement of the economic and social rights of women.

I am a strong believer in women’s rights and in gender equality. We are continuing to enhance the support we give our market women in the form of small loans, there has been an increase in the LEAP benefits to the poor, so that more women can get the economic and social opportunities they deserve.

More and more women are taking part in the decision making process both at the local and national level in Ghana today. I know we still have a lot to do, but I am confident that Ghanaian women will get more and more empowered. I will forever be their ally in their fight for more justice, more equality and more dignity. 

Ghana simply cannot move forward unless Ghanaian women’s rights are fully respected!",2016-07-22T14:09:10+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1287360991275054/?type=3,John Dramani Mahama added 7 new photos.,11280,660,663,12603
John Dramani Mahama,NA,2016-07-19T13:07:38+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1285198571491296/?type=3,John Dramani Mahama added a new photo.,11170,415,174,11759
John Dramani Mahama,"The Upper East and Northern Regions concluded my Accounting to the People Tour. Just like the other regions, I saw a new Ghana burgeoning- Water projects, educational infrastructure, roads, new communities connected to the power grid, health facilities, and the vibrant spirit of the people.  
 
Together, we have achieved many great things, some of which seemed impossible four years ago. For example, work has started on the Bolgatanga- Bawku road just as we delivered the Sawla- Fufulso Road. 

Let me assure you that my dedication to social development remains as strong as ever. 
#ChangingLives 
#TransformingGhana",2016-07-16T10:29:45+0000,photo,https://www.facebook.com/JDMahama/photos/a.685227991488360.1073741853.472991836045311/1283035611707592/?type=3,John Dramani Mahama added 16 new photos.,19078,1342,759,21179
John Dramani Mahama,Eid Mubarak to all Ghanaian Muslims. May the favour of Allah remain on our nation now and evermore.,2016-07-06T14:00:37+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1275846332426520/?type=3,NA,28078,1016,736,29830
John Dramani Mahama,NA,2016-07-06T13:12:39+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1275829155761571/?type=3,John Dramani Mahama added a new photo.,16076,383,259,16718
John Dramani Mahama,"Work is progressing steadily on the Kejetia Market Complex in Kumasi. 
While on my Accounting to the People tour of the Ashanti Region last week, I visited the project site and interacted with the project managers and workers. Another of our transformative projects. 

#ChangingLives 
#TransformingGhana",2016-07-03T19:16:04+0000,video,https://www.facebook.com/JDMahama/videos/1274086839269136/,NA,9890,979,2000,12869
John Dramani Mahama,"Today we celebrate another year of our beloved Ghana as an independent Republic. I am currently hosting a luncheon in honour of our senior citizens at the State Banquet Hall. 

For more photos: https://www.flickr.com/photos/fhcommsbureau/albums/72157669872758731",2016-07-01T13:54:41+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1272590106085476/?type=3,John Dramani Mahama added 2 new photos.,14404,578,396,15378
John Dramani Mahama,NA,2016-06-27T13:05:13+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1269765286367958/?type=3,John Dramani Mahama added a new photo.,15190,540,302,16032
John Dramani Mahama,"We are a young and youthful nation, and we still have to consolidate our path. I fully acknowledge that the youth should be our top priority, both in Ghana and in Africa. This is why I was honoured to host a meeting with representatives from the next generation of Ghana Club 100 companies and small and medium enterprises (SMEs).

This is part of my meetings with our business community. SMEs account for 90% of Ghana’s economy, and I am committed to partnering with them so they can become the strong backbone of our transformational agenda.

I was truly inspired by the new generation of Ghanaian entrepreneurs. Their innovative ideas give me hope that we are on the right track, and that together we can turn Ghana into a vibrant, modern and transformed country, a true leader in the sub-region.

Together we broke many barriers and overcame many challenges – and we will continue to do so, because Ghana is our better selves. Let us all keep working together to Change more Lives and Transform Ghana.",2016-06-24T09:06:22+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1267625303248623/?type=3,John Dramani Mahama added 10 new photos.,17959,835,509,19303
John Dramani Mahama,"A Promise truly Fulfilled. 
On Saturday, I joined the Faculty, Staff and Students of the University of Energy and Natural Resources (UENR) in Sunyani for their maiden graduation ceremony. Established in 2011, UNER was one of the two new public universities set up by the ruling NDC in fulfilment of our promise to the people of Ghana in 2008. 

UENR started with 154 students in 2012 and today has a student population of 2,600. We will continue to expand access to quality education at all levels, and build a greater and beneficial partnership with industry to enable our graduates contribute meaningfully to our economic growth. 

Click below for more photos from the Maiden Graduation Ceremony of the UENR-- 
https://www.flickr.com/photos/fhcommsbureau/albums/72157668993070100",2016-06-20T08:20:27+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1264562146888272/?type=3,John Dramani Mahama added 5 new photos.,7474,542,463,8479
John Dramani Mahama,"Seeing is, indeed, believing. 
As part of my Accounting to the People Tour of the Greater Accra Region, which began today, I decided to visit the site of the 5,000-unit Saglemi Housing Project to inspect the progress of work and interact with the contractors. 

Work is progressing speedily on the first phase, made up of 1,500 housing units. After my tour, I visited one of the completed and furnished 2-bedroom housing units.

We can, indeed, together transform this lovely country, Ghana. 

Visit https://www.flickr.com/photos/fhcommsbureau/albums for some more photos of today's activities.",2016-06-14T22:16:44+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1260701143941039/?type=3,John Dramani Mahama added 4 new photos.,14003,1520,1170,16693
John Dramani Mahama,"We are united in our quest to continue with the visionary, life-changing and transformational policies that have improved the lives of many of our people in Ghana today. We are committed to following in the footsteps of our founders and my predecessor Presidents.",2016-06-13T07:08:49+0000,video,https://www.facebook.com/JDMahama/videos/1259612987383188/,NA,5624,463,1565,7652
John Dramani Mahama,"My brothers and sisters in the NDC, once again, happy birthday! Ours is a party that made history, and will continue to make history. Our tradition returned Ghana to democracy in 1992 and we continued to widen Ghanaian democracy ever since – so much so that today, because of our vision and dedication, Ghana is the fifth most democratic country in Africa.

Democracy is in our DNA! Last year over one million of our party members took part in our internal elections. This proves not only that in NDC everyone has a voice, but also that our party keeps transforming in a continuous effort to better itself. And we are on course to transform Ghana. 

My brothers and sisters, ours is a party for the people, where everyone is welcome: poor and rich, women and men, young and old. No matter your situation in life, no matter your tribe or your gender, NDC will always offer you equal opportunity and equal treatment. 

This sense of unity among equals gives us strength! It also places upon us a great responsibility- we have to honor NDC’s proud and positive history by offering every Ghanaian a proud future! We all share this honoring responsibility for our fellow-party members, for the party itself, and for every Ghanaian. This is precisely what NDC stands for, and we should never forget that!

Happy Birthday, NDC! May God bless you! May God bless all our brothers and sisters who dedicated their lives to this great party of ours!",2016-06-11T08:11:18+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1258327670845053/?type=3,John Dramani Mahama added 5 new photos.,15599,1027,733,17359
John Dramani Mahama,"I joined George Spencer Quaye and his colleagues at the Accra International Conference Centre to open the 2nd Africa Mobile and ICT Expo 2016. We live in a world that is growing at a very fast pace, mainly because of the new digital economy. This new economy offers countless opportunities to all of us, especially our younger brothers and sisters. 

We, on our part, are putting in place the right and adequate infrastructure to help the youth unearth their hidden potentials for the growth and development of the ICT sector in the country.

I can only urge the youth of Ghana to take advantage of the opportunities that exist within the digital ecosystem; create and adapt to the digital changing world. 

New jobs and new business ideas are just a click away, so use your creativity!",2016-06-08T17:56:46+0000,photo,https://www.facebook.com/JDMahama/photos/a.685227991488360.1073741853.472991836045311/1256480984363055/?type=3,John Dramani Mahama added 8 new photos.,11514,528,422,12464
John Dramani Mahama,NA,2016-06-07T15:16:27+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1255573301120490/?type=3,John Dramani Mahama added a new photo.,15241,570,288,16099
John Dramani Mahama,"Once again, we are in the ninth month on the Islamic calendar – the holy month of Ramadan dedicated to fasting, prayer and alms-giving as commanded by the Holy Prophet Muhammed (Peace Be Upon Him). 

This spiritual time of introspection and self-restraint also requires of all Muslims to welcome each new day by sacrificing their earthly desires of food, water and other worldly pleasures for the spiritual life of prayer, alms-giving and the general realisation of God’s presence in all places and at all times.

A higher form of spiritual life is demonstrated by our Muslim brothers and sisters during this period with ever more reverent practices of virtue espoused by almost all religions. 

This fosters a period in which compassion and empathy leads the devout Muslim to the realisation that he/she cannot sit in one corner unconcerned about the wellbeing of his/her neighbours and friends but as a religious command must reach out in charity and goodwill.

There is a beautiful story in a famous book Kimiya-e Sa’dat written by Imam al-Ghazzali of which a certain Shaykh [Junayd al-Baghdadi] gave his disciples a fowl each and asked them to kill it in a place where no one could see them. His numerous disciples all returned after killing their fowls except one who returned with a live fowl. When the Shaykh asked why, the humble disciple replied, “I could not find a place where Allah would not see me.”

This exemplary story should prompt us to at all times conduct ourselves in a manner that acknowledges the presence of our maker. And there is no better time to observe this than during the holy month of Ramadan where peaceful coexistence with neighbours and friends is ubiquitous.

True to the injunction by the Holy Prophet Mohammed (PBUH) that Muslims should be ambassadors of peace and love to the world, our Muslim brothers and sisters, like the followers of the other religions, have contributed tremendously to the peace and security that has provided the foundation upon, which our nation Ghana is rapidly developing.

Indeed, I am in no doubt that in the whole world, we Ghanaians in particular, practice Islam in its truest and purest form, and as President, I am proud to preside over a country where there is perfect peaceful co-existence among people of different religious faiths.

As a nation, we have always welcomed this period with great anticipation due to the increased solidarity and goodwill that manifests among others.

At this time Muslims set the tone for piety across our villages, towns and cities; and all others join in, ensuring that the country experiences the peace that Islam promises.

Our new National Mosque, which will soon be commissioned, will serve as the custodian of the tenets of this beautiful religion and help us shut-out the doors to extremists' influence of radicalisation and terrorism. 

I appeal to my Muslim brothers and sisters that during this month of Ramadan they should remember to pray to Allah to open the windows of heaven and shower on us his choicest blessings and also grant us a more peaceful 7th General Elections than we have ever witnessed.

May Allah answer our prayers and may his Peace envelope this Nation.

Ramadan Mubarak",2016-06-06T10:03:28+0000,status,NA,NA,3344,393,234,3971
John Dramani Mahama,"Sad to hear the passing of Muhammad Ali. 
He was our hero and truly 'the Greatest'.",2016-06-04T11:48:10+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1251356878208799/?type=3,NA,11883,475,1050,13408
John Dramani Mahama,"I love the new wave of social media because of my love for freedom of expression. It allows us to get in touch with each other more easily, to receive and spread information, and co-ordinate among ourselves without having to rely on already existing organizations. Through social media, we all get a voice in our democratic conversation.

Like any other type of freedom, however, some use it to create and spread falsehood. While I do love creativity, I don’t think this is the most useful way to be creative- false realities are a waste of time and energy. Fortunately though, social media also allows some opportunity to separate the truth from the lie by giving us the chance to check the facts.

Let's check the facts, and let's not destroy the opportunities presented by social media.",2016-06-04T08:46:22+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1251288054882348/?type=3,NA,14920,1842,1375,18137
John Dramani Mahama,NA,2016-06-03T13:08:04+0000,photo,https://www.facebook.com/JDMahama/photos/a.477609928916835.109615.472991836045311/1250737201604100/?type=3,John Dramani Mahama added a new photo.,9662,261,202,10125
